instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/08-treeWeight-536-10leaves.asp.ground,0.0001,0.9717,0.0001,0.0013,0.9686,0.0023,1.0,895083.0,893061.0,2022.0,3577506.0,3.9968,888650.0,7348.0,0.0,0.0,889261.0,889201.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1702.0,148.0,20.0,1534.0,0.087,0.0118,0.9013,2682524.0,861425.0,33557.0,0.7498,0.2408,0.0094
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/09-treeWeight-644-10leaves.asp.ground,0.0001,0.9705,0.0001,0.0011,0.9677,0.002,1.0,999094.0,997072.0,2022.0,3995634.0,3.9993,991942.0,8099.0,0.0,0.0,992520.0,992460.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1770.0,144.0,20.0,1606.0,0.0814,0.0113,0.9073,2996641.0,960609.0,38384.0,0.75,0.2404,0.0096
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/10-treeWeight-737-10leaves.asp.ground,0.0001,0.9699,0.0001,0.001,0.9671,0.0021,1.0,969957.0,967935.0,2022.0,3878756.0,3.9989,962738.0,8122.0,0.0,0.0,963255.0,963195.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1676.0,150.0,20.0,1506.0,0.0895,0.0119,0.8986,2908900.0,931854.0,38002.0,0.75,0.2402,0.0098
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/13-treeWeight-631-10leaves.asp.ground,0.0001,0.97,0.0001,0.0011,0.967,0.0023,1.0,891464.0,889442.0,2022.0,3563804.0,3.9977,884782.0,7604.0,0.0,0.0,885328.0,885268.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1706.0,158.0,20.0,1528.0,0.0926,0.0117,0.8957,2672441.0,856245.0,35118.0,0.7499,0.2403,0.0099
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/15-treeWeight-535-10leaves.asp.ground,0.0001,0.9724,0.0001,0.0014,0.9688,0.0026,1.0,779046.0,777024.0,2022.0,3111330.0,3.9938,773189.0,6774.0,0.0,0.0,773788.0,773728.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1710.0,144.0,20.0,1546.0,0.0842,0.0117,0.9041,2332385.0,749814.0,29131.0,0.7496,0.241,0.0094
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/16-treeWeight-572-10leaves.asp.ground,0.0001,0.9668,0.0001,0.0011,0.9637,0.0023,1.0,883632.0,881610.0,2022.0,3534866.0,4.0004,876852.0,7687.0,0.0,0.0,877394.0,877334.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1684.0,150.0,20.0,1514.0,0.0891,0.0119,0.899,2651335.0,845655.0,37876.0,0.7501,0.2392,0.0107
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/17-treeWeight-802-10leaves.asp.ground,0.0001,0.9788,0.0001,0.0009,0.9768,0.0013,1.0,1563999.0,1561977.0,2022.0,6253900.0,3.9987,1555386.0,9821.0,0.0,0.0,1556164.0,1556104.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,2291.0,145.0,20.0,2126.0,0.0633,0.0087,0.928,4690002.0,1520259.0,43639.0,0.7499,0.2431,0.007
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/18-treeWeight-753-10leaves.asp.ground,0.0001,0.967,0.0001,0.0011,0.9637,0.0027,1.0,763979.0,761957.0,2022.0,3053822.0,3.9973,757727.0,7165.0,0.0,0.0,758186.0,758126.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1693.0,153.0,20.0,1520.0,0.0904,0.0118,0.8978,2289944.0,730798.0,33080.0,0.7499,0.2393,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/19-treeWeight-490-10leaves.asp.ground,0.0002,0.9572,0.0001,0.0012,0.953,0.0035,1.0,586042.0,584020.0,2022.0,2343946.0,3.9996,580352.0,6415.0,0.0,0.0,580771.0,580711.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1342.0,128.0,20.0,1194.0,0.0954,0.0149,0.8897,1758005.0,553580.0,32361.0,0.75,0.2362,0.0138
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/20-treeWeight-739-10leaves.asp.ground,0.0001,0.9724,0.0001,0.0011,0.9698,0.0019,1.0,1098113.0,1096091.0,2022.0,4391222.0,3.9989,1090555.0,8514.0,0.0,0.0,1091181.0,1091121.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1792.0,140.0,20.0,1632.0,0.0781,0.0112,0.9107,3293210.0,1058379.0,39633.0,0.75,0.241,0.009
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/22-treeWeight-721-10leaves.asp.ground,0.0001,0.9675,0.0001,0.001,0.9643,0.0026,1.0,777786.0,775764.0,2022.0,3108810.0,3.997,771371.0,7237.0,0.0,0.0,771815.0,771755.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1519.0,145.0,20.0,1354.0,0.0955,0.0132,0.8914,2331125.0,744394.0,33291.0,0.7498,0.2394,0.0107
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/24-treeWeight-663-10leaves.asp.ground,0.0001,0.9738,0.0001,0.0011,0.9713,0.0018,1.0,1160229.0,1158207.0,2022.0,4639653.0,3.9989,1152703.0,8580.0,0.0,0.0,1153372.0,1153312.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1969.0,159.0,20.0,1790.0,0.0808,0.0102,0.9091,3479525.0,1120407.0,39721.0,0.75,0.2415,0.0086
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/26-treeWeight-528-10leaves.asp.ground,0.0001,0.9659,0.0001,0.0012,0.9625,0.0026,1.0,776780.0,774758.0,2022.0,3106375.0,3.999,770572.0,7087.0,0.0,0.0,771076.0,771016.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1621.0,157.0,20.0,1444.0,0.0969,0.0123,0.8908,2329696.0,742313.0,34366.0,0.75,0.239,0.0111
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/hard/28-treeWeight-796-10leaves.asp.ground,0.0001,0.9713,0.0001,0.0009,0.9689,0.0017,1.0,1208243.0,1206221.0,2022.0,4833976.0,4.0008,1200002.0,9281.0,0.0,0.0,1200602.0,1200542.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,1937.0,163.0,20.0,1754.0,0.0842,0.0103,0.9055,3625834.0,1163512.0,44630.0,0.7501,0.2407,0.0092
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/03-treeWeight-645-10leaves.asp.ground,0.0001,0.9703,0.0001,0.001,0.9677,0.0019,1.0,1067582.0,1065560.0,2022.0,4270734.0,4.0004,1060116.0,8449.0,0.0,0.0,1060709.0,1060649.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1835.0,151.0,20.0,1664.0,0.0823,0.0109,0.9068,3203253.0,1026594.0,40887.0,0.75,0.2404,0.0096
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/04-treeWeight-525-10leaves.asp.ground,0.0002,0.9491,0.0002,0.0013,0.944,0.0045,1.0,453240.0,451218.0,2022.0,1812511.0,3.999,448125.0,5866.0,0.0,0.0,448465.0,448405.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1371.0,151.0,20.0,1200.0,0.1101,0.0146,0.8753,1359372.0,423519.0,29620.0,0.75,0.2337,0.0163
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/07-treeWeight-813-10leaves.asp.ground,0.0001,0.9754,0.0001,0.001,0.9729,0.0017,1.0,1164293.0,1162271.0,2022.0,4654557.0,3.9978,1156816.0,8490.0,0.0,0.0,1157427.0,1157367.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1901.0,145.0,20.0,1736.0,0.0763,0.0105,0.9132,3490365.0,1126249.0,37943.0,0.7499,0.242,0.0082
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/10-treeWeight-686-10leaves.asp.ground,0.0001,0.9655,0.0001,0.001,0.9625,0.0024,1.0,839052.0,837030.0,2022.0,3355964.0,3.9997,832158.0,7739.0,0.0,0.0,832624.0,832564.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1560.0,150.0,20.0,1390.0,0.0962,0.0128,0.891,2517013.0,801615.0,37336.0,0.75,0.2389,0.0111
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/13-treeWeight-580-10leaves.asp.ground,0.0001,0.9654,0.0001,0.0012,0.9621,0.0027,1.0,765166.0,763144.0,2022.0,3059551.0,3.9985,758844.0,7190.0,0.0,0.0,759339.0,759279.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1598.0,158.0,20.0,1420.0,0.0989,0.0125,0.8886,2294486.0,730647.0,34418.0,0.7499,0.2388,0.0112
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/17-treeWeight-751-10leaves.asp.ground,0.0001,0.9765,0.0001,0.001,0.9743,0.0015,1.0,1392480.0,1390458.0,2022.0,5568608.0,3.9991,1384211.0,9422.0,0.0,0.0,1384938.0,1384878.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,2181.0,145.0,20.0,2016.0,0.0665,0.0092,0.9243,4176229.0,1349531.0,42848.0,0.75,0.2423,0.0077
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/18-treeWeight-702-10leaves.asp.ground,0.0001,0.9615,0.0001,0.0011,0.9578,0.0031,1.0,655372.0,653350.0,2022.0,2620312.0,3.9982,649375.0,6859.0,0.0,0.0,649783.0,649723.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1591.0,153.0,20.0,1418.0,0.0962,0.0126,0.8913,1965041.0,622497.0,32774.0,0.7499,0.2376,0.0125
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/19-treeWeight-439-10leaves.asp.ground,0.0002,0.9498,0.0002,0.0013,0.9448,0.0043,1.0,469757.0,467735.0,2022.0,1878904.0,3.9997,464557.0,5873.0,0.0,0.0,464925.0,464865.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1238.0,128.0,20.0,1090.0,0.1034,0.0162,0.8805,1409248.0,439347.0,30309.0,0.75,0.2338,0.0161
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/21-treeWeight-587-10leaves.asp.ground,0.0001,0.9668,0.0001,0.0012,0.9634,0.0027,1.0,767497.0,765475.0,2022.0,3068170.0,3.9976,761261.0,7081.0,0.0,0.0,761774.0,761714.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1567.0,143.0,20.0,1404.0,0.0913,0.0128,0.896,2300774.0,734097.0,33299.0,0.7499,0.2393,0.0109
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/24-treeWeight-612-10leaves.asp.ground,0.0001,0.9705,0.0001,0.0011,0.9677,0.002,1.0,1008014.0,1005992.0,2022.0,4031484.0,3.9994,1000891.0,8123.0,0.0,0.0,1001509.0,1001449.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1861.0,159.0,20.0,1682.0,0.0854,0.0107,0.9038,3023571.0,969309.0,38604.0,0.75,0.2404,0.0096
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/25-treeWeight-658-10leaves.asp.ground,0.0001,0.9686,0.0001,0.0012,0.9654,0.0024,1.0,846726.0,844704.0,2022.0,3385015.0,3.9978,840151.0,7495.0,0.0,0.0,840698.0,840638.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1704.0,156.0,20.0,1528.0,0.0915,0.0117,0.8967,2538390.0,811808.0,34817.0,0.7499,0.2398,0.0103
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/26-treeWeight-477-10leaves.asp.ground,0.0001,0.9606,0.0001,0.0013,0.9568,0.0031,1.0,649083.0,647061.0,2022.0,2596087.0,3.9996,643302.0,6606.0,0.0,0.0,643755.0,643695.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1513.0,157.0,20.0,1336.0,0.1038,0.0132,0.883,1947105.0,616012.0,32970.0,0.75,0.2373,0.0127
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/27-treeWeight-615-10leaves.asp.ground,0.0001,0.9661,0.0001,0.0011,0.9625,0.003,1.0,671397.0,669375.0,2022.0,2682691.0,3.9957,665602.0,6525.0,0.0,0.0,666028.0,665968.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1334.0,146.0,20.0,1168.0,0.1094,0.015,0.8756,2011395.0,641168.0,30128.0,0.7498,0.239,0.0112
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/28-treeWeight-745-10leaves.asp.ground,0.0001,0.9677,0.0001,0.001,0.9651,0.0019,1.0,1053551.0,1051529.0,2022.0,4215884.0,4.0016,1045713.0,8826.0,0.0,0.0,1046262.0,1046202.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1833.0,163.0,20.0,1650.0,0.0889,0.0109,0.9002,3162434.0,1009952.0,43498.0,0.7501,0.2396,0.0103
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/unsat/30-treeWeight-673-10leaves.asp.ground,0.0001,0.9709,0.0001,0.0011,0.9684,0.0018,1.0,1123474.0,1121452.0,2022.0,4494242.0,4.0003,1115729.0,8807.0,0.0,0.0,1116369.0,1116309.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1993.0,151.0,20.0,1822.0,0.0758,0.01,0.9142,3370869.0,1081271.0,42102.0,0.75,0.2406,0.0094
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/01-treeWeight-1124-10leaves.asp.ground,0.0,0.9892,0.0,0.0008,0.9877,0.0007,1.0,2768471.0,2766449.0,2022.0,11062563.0,3.9959,2758246.0,11791.0,0.0,0.0,2759453.0,2759393.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,3010.0,142.0,20.0,2848.0,0.0472,0.0066,0.9462,8294193.0,2725855.0,42515.0,0.7498,0.2464,0.0038
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/03-treeWeight-1366-10leaves.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/06-treeWeight-1166-10leaves.asp.ground,0.0,0.9871,0.0,0.0008,0.9856,0.0008,1.0,2430776.0,2428754.0,2022.0,9714792.0,3.9966,2420911.0,11292.0,0.0,0.0,2421945.0,2421885.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,2726.0,148.0,20.0,2558.0,0.0543,0.0073,0.9384,7284117.0,2387338.0,43337.0,0.7498,0.2457,0.0045
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/08-treeWeight-1711-10leaves.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/11-treeWeight-1335-10leaves.asp.ground,0.0,0.9893,0.0,0.0009,0.9878,0.0008,1.0,2622632.0,2620610.0,2022.0,10478310.0,3.9953,2612786.0,11519.0,0.0,0.0,2613999.0,2613939.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,3209.0,157.0,20.0,3032.0,0.0489,0.0062,0.9448,7855779.0,2582229.0,40302.0,0.7497,0.2464,0.0038
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/13-treeWeight-1388-10leaves.asp.ground,0.0,0.9902,0.0,0.0009,0.9886,0.0007,1.0,2713429.0,2711407.0,2022.0,10839082.0,3.9946,2703299.0,11816.0,0.0,0.0,2704602.0,2704542.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,3234.0,158.0,20.0,3056.0,0.0489,0.0062,0.945,8125754.0,2673985.0,39343.0,0.7497,0.2467,0.0036
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/14-treeWeight-1786-10leaves.asp.ground,0.0,0.9913,0.0,0.0011,0.9896,0.0008,1.0,2645897.0,2643875.0,2022.0,10565377.0,3.9931,2636019.0,11771.0,0.0,0.0,2637535.0,2637475.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,3668.0,138.0,20.0,3510.0,0.0376,0.0055,0.9569,7919581.0,2610243.0,35553.0,0.7496,0.2471,0.0034
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/15-treeWeight-893-10leaves.asp.ground,0.0001,0.9857,0.0001,0.0012,0.9834,0.0014,1.0,1498179.0,1496157.0,2022.0,5981537.0,3.9925,1490573.0,8885.0,0.0,0.0,1491530.0,1491470.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,2434.0,144.0,20.0,2270.0,0.0592,0.0082,0.9326,4483459.0,1466853.0,31225.0,0.7495,0.2452,0.0052
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/17-treeWeight-1107-10leaves.asp.ground,0.0,0.9872,0.0,0.0008,0.9858,0.0008,1.0,2603722.0,2601700.0,2022.0,10407314.0,3.9971,2593551.0,11687.0,0.0,0.0,2594634.0,2594574.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,2907.0,145.0,20.0,2742.0,0.0499,0.0069,0.9432,7803693.0,2558017.0,45604.0,0.7498,0.2458,0.0044
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/18-treeWeight-1518-10leaves.asp.ground,0.0,0.9897,0.0,0.001,0.988,0.0008,1.0,2425086.0,2423064.0,2022.0,9686410.0,3.9943,2415653.0,11113.0,0.0,0.0,2416877.0,2416817.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,3227.0,153.0,20.0,3054.0,0.0474,0.0062,0.9464,7261425.0,2387975.0,37010.0,0.7497,0.2465,0.0038
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/24-treeWeight-1349-10leaves.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/26-treeWeight-857-10leaves.asp.ground,0.0001,0.9835,0.0001,0.001,0.9815,0.0012,1.0,1636085.0,1634063.0,2022.0,6537573.0,3.9959,1628013.0,9286.0,0.0,0.0,1628846.0,1628786.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,2291.0,157.0,20.0,2114.0,0.0685,0.0087,0.9227,4901589.0,1598915.0,37069.0,0.7498,0.2446,0.0057
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/easy/28-treeWeight-1632-10leaves.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/02-treeWeight-753-10leaves.asp.ground,0.0002,0.9632,0.0001,0.0012,0.9591,0.0034,1.0,597743.0,595721.0,2022.0,2387668.0,3.9945,592075.0,6465.0,0.0,0.0,592488.0,592428.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1481.0,133.0,20.0,1328.0,0.0898,0.0135,0.8967,1790026.0,568442.0,29200.0,0.7497,0.2381,0.0122
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/04-treeWeight-526-10leaves.asp.ground,0.0002,0.9493,0.0002,0.0013,0.9442,0.0045,1.0,455080.0,453058.0,2022.0,1819854.0,3.999,449957.0,5875.0,0.0,0.0,450298.0,450238.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1373.0,151.0,20.0,1202.0,0.11,0.0146,0.8755,1364875.0,425341.0,29638.0,0.75,0.2337,0.0163
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/05-treeWeight-772-10leaves.asp.ground,0.0001,0.9768,0.0001,0.0011,0.9743,0.0017,1.0,1178768.0,1176746.0,2022.0,4711205.0,3.9967,1171381.0,8435.0,0.0,0.0,1172052.0,1171992.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1964.0,152.0,20.0,1792.0,0.0774,0.0102,0.9124,3532538.0,1142145.0,36522.0,0.7498,0.2424,0.0078
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/09-treeWeight-594-10leaves.asp.ground,0.0001,0.9666,0.0001,0.0011,0.9635,0.0024,1.0,859339.0,857317.0,2022.0,3437182.0,3.9998,852592.0,7642.0,0.0,0.0,853120.0,853060.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1666.0,144.0,20.0,1502.0,0.0864,0.012,0.9016,2577944.0,822101.0,37137.0,0.75,0.2392,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/11-treeWeight-649-10leaves.asp.ground,0.0001,0.9668,0.0001,0.0012,0.9636,0.0024,1.0,841724.0,839702.0,2022.0,3366143.0,3.9991,835071.0,7634.0,0.0,0.0,835598.0,835538.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1825.0,157.0,20.0,1648.0,0.086,0.011,0.903,2524520.0,805355.0,36268.0,0.75,0.2393,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/15-treeWeight-485-10leaves.asp.ground,0.0001,0.968,0.0001,0.0015,0.964,0.003,1.0,670721.0,668699.0,2022.0,2679084.0,3.9943,665169.0,6417.0,0.0,0.0,665718.0,665658.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1606.0,144.0,20.0,1442.0,0.0897,0.0125,0.8979,2008464.0,641853.0,28767.0,0.7497,0.2396,0.0107
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/17-treeWeight-752-10leaves.asp.ground,0.0001,0.9765,0.0001,0.001,0.9743,0.0015,1.0,1395813.0,1393791.0,2022.0,5581925.0,3.999,1387536.0,9431.0,0.0,0.0,1388264.0,1388204.0,40.0,20.0,0.0,1.0,0.0,0.0,0.0,2183.0,145.0,20.0,2018.0,0.0664,0.0092,0.9244,4186213.0,1352844.0,42868.0,0.75,0.2424,0.0077
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/24-treeWeight-613-10leaves.asp.ground,0.0001,0.9706,0.0001,0.0011,0.9677,0.002,1.0,1010958.0,1008936.0,2022.0,4043250.0,3.9994,1003827.0,8132.0,0.0,0.0,1004446.0,1004386.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1863.0,159.0,20.0,1684.0,0.0853,0.0107,0.9039,3032393.0,972227.0,38630.0,0.75,0.2405,0.0096
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/26-treeWeight-478-10leaves.asp.ground,0.0001,0.9607,0.0001,0.0013,0.9569,0.0031,1.0,651541.0,649519.0,2022.0,2605909.0,3.9996,645751.0,6616.0,0.0,0.0,646205.0,646145.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1515.0,157.0,20.0,1338.0,0.1036,0.0132,0.8832,1954469.0,618441.0,32999.0,0.75,0.2373,0.0127
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/10leaves/opt/29-treeWeight-758-10leaves.asp.ground,0.0001,0.9679,0.0001,0.001,0.9651,0.0021,1.0,948925.0,946903.0,2022.0,3795778.0,4.0001,941671.0,8171.0,0.0,0.0,942170.0,942110.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1693.0,161.0,20.0,1512.0,0.0951,0.0118,0.8931,2846954.0,909449.0,39375.0,0.75,0.2396,0.0104
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/06-treeWeight-82-10leaves.asp.ground,0.003,0.8579,0.0027,0.006,0.7981,0.0646,1.0,32171.0,30149.0,2022.0,122866.0,3.8192,31121.0,1376.0,0.0,0.0,31287.0,31227.0,40.0,20.0,0.0,0.9981,0.0013,0.0006,0.0,570.0,102.0,20.0,448.0,0.1789,0.0351,0.786,90796.0,24973.0,7097.0,0.739,0.2033,0.0578
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/07-treeWeight-82-10leaves.asp.ground,0.0027,0.8537,0.0024,0.0056,0.7986,0.0593,1.0,35041.0,33019.0,2022.0,134757.0,3.8457,33957.0,1448.0,0.0,0.0,34123.0,34063.0,40.0,20.0,0.0,0.9982,0.0012,0.0006,0.0,643.0,105.0,20.0,518.0,0.1633,0.0311,0.8056,99817.0,27239.0,7701.0,0.7407,0.2021,0.0571
